title,start,end,weekday,raw_date,veranstaltungstitel,sprache,studiengang,anzahl_studierende,geplante_vorlesungsstunden,planungsnotiz,ressourcen,personen,date,Kurs
"Prüfung


Titel:


Klausur Computergraphik (aus CG und BV)




Dauer:


60




Vorlesung:






Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,F180_4,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Hopp, Torsten


Hopp, Torsten
TINF22B1
F180_4
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
 


 
 
 


 
 
 
 
 
 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 


 
 
 


 
 
 
 


 
 
 


 
 
 
 


 
 
 


 






 
 
 
 
 
 
 
 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 
 


 
 
 


 






 
 
 
 


 
 
 
 
 
10:45 -12:15
Klausur Grundlagen KI (aus KI und Bildverarbeitung)  (60 min)
erstellt am 09.12.20 15:50, zuletzt geändert am 16.04.25 11:41",2025-05-07 10:00:00,2025-05-07 11:30:00,Mi,07.05.25,Prüfung,,,,,,,,2025-05-07,TINF22B1
"Prüfung


Titel:


Klausur Grundlagen KI (aus KI und Bildverarbeitung)




Dauer:


60




Vorlesung:






Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,A263,TINF22B2,TINF22B4,TINF22B5,TINF22B6




Personen:


Blersch, Martin


Blersch, Martin
TINF22B1
A263
TINF22B2
TINF22B4
TINF22B5
TINF22B6
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






11:00
  


 
 
 
 


 
 
 
 
 
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 
 
 
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






12:00
  


 
 


 
 
 


 
 
 


 
 


 
 


 
 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






13:00
  


 
13:00 -16:15
Veteilte Systeme
erstellt am 09.01.13 01:00, zuletzt geändert am 02.05.25 20:17",2025-05-05 10:45:00,2025-05-05 12:15:00,Mo,05.05.25,Prüfung,,,,,,,,2025-05-05,TINF22B1
"Lehrveranstaltung


Titel:


Veteilte Systeme




Sprache:


Deutsch




Studiengang:


Technik/Informatik




Anzahl Studierende:


0




Änderungen erlauben:


Technik/Informatik/TINF22/TINF22B1




Gepl. Vorlesungsstunden:


44




Planungsnotiz:


33h + 11h begleitetes Selbstst.
https://www.dhbw.de/fileadmin/user/public/SP/KA/Informatik/Informatik.pdf




reserviert von:


Freudenmann, Johannes




zuletzt geändert von:


TINF22B1 Kurssprecher




Ressourcen:


TINF22B1,A262
 (Mo 13:00)
,A263
 (Mo 05.05.25  13:00)
,C347
 (Mo 05.05.25  08:30)




Personen:


Düpmeier, Clemens


Düpmeier, Clemens
TINF22B1
A263
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
13:00 -16:15
Robotik 1
erstellt am 29.12.20 17:17, zuletzt geändert am 24.04.25 16:26",2025-05-09 13:00:00,2025-05-09 16:15:00,Fr,09.05.25,Veteilte Systeme,Deutsch,Technik/Informatik,0,44,"33h + 11h begleitetes Selbstst.
https://www.dhbw.de/fileadmin/user/public/SP/KA/Informatik/Informatik.pdf","TINF22B1,A262, (Mo 13:00),,A263, (Mo 05.05.25  13:00),,C347, (Mo 05.05.25  08:30)","Düpmeier, Clemens",2025-05-09,TINF22B1
"Lehrveranstaltung


Titel:


Robotik 1




Sprache:


Deutsch




Anzahl Studierende:


1




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,A266,TINF22B5,TINF22B6




Personen:


Varga, Balint


Varga, Balint
TINF22B1
TINF22B2
TINF22B4
A266
TINF22B5
TINF22B6
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






14:00
  


 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






15:00
  


 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






16:00
  


 
 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






17:00
  


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






18:00
  


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






19:00
  


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 
 


 
 
 


 
 


 
 


 
 


 
 


 
 
 


 
 
 


 






 
19:30 -20:30
Grundlagen KI (aus KI und IS)
erstellt am 29.12.20 17:17, zuletzt geändert am 04.05.25 19:28",2025-05-05 13:00:00,2025-05-05 16:15:00,Mo,05.05.25,Robotik 1,Deutsch,,1,0,reserviert von:,"TINF22B1,TINF22B2,TINF22B4,A266,TINF22B5,TINF22B6","Varga, Balint",2025-05-05,TINF22B1
"Klausurwoche  6. Semester
erstellt am 22.09.23 12:05, zuletzt geändert am 22.09.23 13:42


07:00-07:30 täglich
Sonstiger Termin


Titel:


Klausurwoche  6. Semester




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B4,TINF22B5,TINF22B1,TINF22B2,TINF22B6




Personen:


Braun, Heinrich,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Braun, Heinrich
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B4
TINF22B5
TINF22B1
TINF22B2
TINF22B6
 
 
07:00 -07:30
Klausurwoche  6. Semester
erstellt am 22.09.23 12:05, zuletzt geändert am 22.09.23 13:42


07:00-07:30 täglich
Sonstiger Termin


Titel:


Klausurwoche  6. Semester




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B4,TINF22B5,TINF22B1,TINF22B2,TINF22B6




Personen:


Braun, Heinrich,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Braun, Heinrich
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B4
TINF22B5
TINF22B1
TINF22B2
TINF22B6
 
 
07:00 -07:30
Klausurwoche  6. Semester
erstellt am 22.09.23 12:05, zuletzt geändert am 22.09.23 13:42


07:00-07:30 täglich
Sonstiger Termin


Titel:


Klausurwoche  6. Semester




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B4,TINF22B5,TINF22B1,TINF22B2,TINF22B6




Personen:


Braun, Heinrich,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Braun, Heinrich
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B4
TINF22B5
TINF22B1
TINF22B2
TINF22B6
 
 


 
 
07:00 -07:30
Klausurwoche  6. Semester
erstellt am 22.09.23 12:05, zuletzt geändert am 22.09.23 13:42


07:00-07:30 täglich
Sonstiger Termin


Titel:


Klausurwoche  6. Semester




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B4,TINF22B5,TINF22B1,TINF22B2,TINF22B6




Personen:


Braun, Heinrich,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Braun, Heinrich
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B4
TINF22B5
TINF22B1
TINF22B2
TINF22B6
 
 
07:00 -07:30
Klausurwoche  6. Semester
erstellt am 22.09.23 12:05, zuletzt geändert am 22.09.23 13:42


07:00-07:30 täglich
Sonstiger Termin


Titel:


Klausurwoche  6. Semester




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Vollmer, Jürgen




Ressourcen:


TINF22B3,TINF22B4,TINF22B5,TINF22B1,TINF22B2,TINF22B6




Personen:


Braun, Heinrich,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Braun, Heinrich
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B4
TINF22B5
TINF22B1
TINF22B2
TINF22B6
 
 
 


 
 
 


 






 
 
 
 
 
 
 


 
 
 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
07:45 -08:00
Klausuren 6. Semester
erstellt am 06.12.13 23:15, zuletzt geändert am 06.11.24 17:59


07:45-08:00 täglich
Sonstiger Termin


Titel:


Klausuren 6. Semester




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262




Personen:


Freudenmann, Johannes,Eisenbiegler, Jörn,Braun, Heinrich,Vollmer, Jürgen


Freudenmann, Johannes
Eisenbiegler, Jörn
Braun, Heinrich
Vollmer, Jürgen
TINF22B1
A262
 
 
07:45 -08:00
Klausuren 6. Semester
erstellt am 06.12.13 23:15, zuletzt geändert am 06.11.24 17:59


07:45-08:00 täglich
Sonstiger Termin


Titel:


Klausuren 6. Semester




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262




Personen:


Freudenmann, Johannes,Eisenbiegler, Jörn,Braun, Heinrich,Vollmer, Jürgen


Freudenmann, Johannes
Eisenbiegler, Jörn
Braun, Heinrich
Vollmer, Jürgen
TINF22B1
A262
 
 
07:45 -08:00
Klausuren 6. Semester
erstellt am 06.12.13 23:15, zuletzt geändert am 06.11.24 17:59


07:45-08:00 täglich
Sonstiger Termin


Titel:


Klausuren 6. Semester




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262




Personen:


Freudenmann, Johannes,Eisenbiegler, Jörn,Braun, Heinrich,Vollmer, Jürgen


Freudenmann, Johannes
Eisenbiegler, Jörn
Braun, Heinrich
Vollmer, Jürgen
TINF22B1
A262
 
 


 
 
07:45 -08:00
Klausuren 6. Semester
erstellt am 06.12.13 23:15, zuletzt geändert am 06.11.24 17:59


07:45-08:00 täglich
Sonstiger Termin


Titel:


Klausuren 6. Semester




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262




Personen:


Freudenmann, Johannes,Eisenbiegler, Jörn,Braun, Heinrich,Vollmer, Jürgen


Freudenmann, Johannes
Eisenbiegler, Jörn
Braun, Heinrich
Vollmer, Jürgen
TINF22B1
A262
 
 
07:45 -08:00
Klausuren 6. Semester
erstellt am 06.12.13 23:15, zuletzt geändert am 06.11.24 17:59


07:45-08:00 täglich
Sonstiger Termin


Titel:


Klausuren 6. Semester




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A262




Personen:


Freudenmann, Johannes,Eisenbiegler, Jörn,Braun, Heinrich,Vollmer, Jürgen


Freudenmann, Johannes
Eisenbiegler, Jörn
Braun, Heinrich
Vollmer, Jürgen
TINF22B1
A262
 
 
 


 
 
 


 






8:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






9:00
  


 
09:00 -10:15
Klausur Veteilte Systeme  (60 min)
erstellt am 09.01.13 01:00, zuletzt geändert am 28.04.25 07:35",2025-05-12 07:00:00,2025-05-12 07:30:00,Mo,12.05.25,Klausurwoche  6. Semester,,,,,,,,2025-05-12,TINF22B1
"Prüfung


Titel:


Klausur Veteilte Systeme




Dauer:


60




Planungsnotiz:


B1




Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Freudenmann, Johannes




zuletzt geändert von:


Klöppner, Barbara




Ressourcen:


TINF22B1,A169




Personen:


Düpmeier, Clemens


Düpmeier, Clemens
TINF22B1
A169
 
 
 


 
 
09:00 -10:15
Klausur Bildverarbeitung (aus CG und BV)  (60 min)
erstellt am 09.12.20 15:50, zuletzt geändert am 03.05.25 14:43",2025-05-14 09:00:00,2025-05-14 10:15:00,Mi,14.05.25,Prüfung,,,,,,,,2025-05-14,TINF22B1
"Prüfung


Titel:


Klausur Bildverarbeitung (aus CG und BV)




Dauer:


60




Vorlesung:






Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,C239,TINF22B5,TINF22B6




Personen:


Lausen, Ralph


Lausen, Ralph
TINF22B1
TINF22B2
TINF22B4
C239
TINF22B5
TINF22B6
 
09:00 -11:30
Klausur Robotik 1+2  (120 min)
erstellt am 09.12.20 15:50, zuletzt geändert am 16.04.25 11:41",2025-05-14 09:00:00,2025-05-14 10:15:00,Mi,14.05.25,Prüfung,,,,,,,,2025-05-14,TINF22B1
"Prüfung


Titel:


Klausur Robotik 1+2




Dauer:


120




Vorlesung:






Planungsnotiz:






reserviert von:


Strand, Marcus




Ressourcen:


TINF22B1,TINF22B2,TINF22B4,A266,TINF22B5,TINF22B6




Personen:


Varga, Balint,Gomer, Genrich,Dück, Anton


Varga, Balint
Gomer, Genrich
Dück, Anton
TINF22B1
TINF22B2
TINF22B4
A266
TINF22B5
TINF22B6
 
 
 


 
 
09:00 -11:30
Vorstellung SARB
erstellt am 22.12.17 18:08, zuletzt geändert am 10.02.25 18:04",2025-05-16 09:00:00,2025-05-16 11:30:00,Fr,16.05.25,Prüfung,,,,,,,,2025-05-16,TINF22B1
"Lehrveranstaltung


Titel:


Vorstellung SARB




Sprache:


Deutsch




Anzahl Studierende:


1




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A269




Personen:


Freudenmann, Johannes


Freudenmann, Johannes
TINF22B1
A269
 
 
 


 
 
 


 






 
 
 
 


 
 
 
 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 
 
 
 


 
 
 
 
 


 
 
 


 






 
 
 
 


 
 
 
 
 
 


 
 
 
 
 


 
 
 


 






10:00
  


 
 
 
 


 
 
 
 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 
 


 
 
 
 
 


 
 
 


 






11:00
  


 
 


 
 
 


 
 
 


 
 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






12:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






13:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
13:00 -14:45
Vorstellung SARB im Plenum
erstellt am 10.12.23 09:44, zuletzt geändert am 16.05.25 12:02",2025-05-16 09:00:00,2025-05-16 11:30:00,Fr,16.05.25,Vorstellung SARB,Deutsch,,1,0,reserviert von:,"TINF22B1,A269","Freudenmann, Johannes",2025-05-16,TINF22B1
"Lehrveranstaltung


Titel:


Vorstellung SARB im Plenum




Sprache:


Deutsch




Änderungen erlauben:


Technik/Informatik/TINF22




Gepl. Vorlesungsstunden:


0




Planungsnotiz:






reserviert von:


Freudenmann, Johannes




zuletzt geändert von:


Klöppner, Barbara




Ressourcen:


TINF22B3,TINF23B1,TINF23B5,TINF22B4,TINF22B5,TINF23B3,TINF23B4,TINF23B6,TINF22B1,TINF23B2,TINF22B2,BAudimaxR EGO,TINF22B6,BAudimaxL BBBank




Personen:


Schätzle, Roland,Budurushi, Jurlind,Lausen, Ralph,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Pacher, Mathias,Strand, Marcus


Schätzle, Roland
Budurushi, Jurlind
Lausen, Ralph
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Pacher, Mathias
Strand, Marcus
TINF22B3
TINF23B1
TINF23B5
TINF22B4
TINF22B5
TINF23B3
TINF23B4
TINF23B6
TINF22B1
TINF23B2
TINF22B2
BAudimaxR EGO
TINF22B6
BAudimaxL BBBank
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






14:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






15:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
15:00 -15:30
Abschlussbesprechung 6. Semester
erstellt am 09.04.14 14:01, zuletzt geändert am 07.05.25 08:50",2025-05-16 13:00:00,2025-05-16 14:45:00,Fr,16.05.25,Vorstellung SARB im Plenum,Deutsch,,,0,reserviert von:,"TINF22B3,TINF23B1,TINF23B5,TINF22B4,TINF22B5,TINF23B3,TINF23B4,TINF23B6,TINF22B1,TINF23B2,TINF22B2,BAudimaxR EGO,TINF22B6,BAudimaxL BBBank","Schätzle, Roland,Budurushi, Jurlind,Lausen, Ralph,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Pacher, Mathias,Strand, Marcus",2025-05-16,TINF22B1
"Lehrveranstaltung


Titel:


Abschlussbesprechung 6. Semester




Sprache:


Deutsch




Anzahl Studierende:


0




Gepl. Vorlesungsstunden:


0




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B1,A269




Personen:


Freudenmann, Johannes


Freudenmann, Johannes
TINF22B1
A269
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






16:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






17:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
 


 
 
 


 
 
 


 






18:00
  


 
 


 
 
 


 
 
 


 
 


 
 
 


 
 
18:00 -18:15
Ende 6. Semester
erstellt am 06.12.13 23:15, zuletzt geändert am 06.11.24 17:59",2025-05-16 15:00:00,2025-05-16 15:30:00,Fr,16.05.25,Abschlussbesprechung 6. Semester,Deutsch,,0,0,,"TINF22B1,A269","Freudenmann, Johannes",2025-05-16,TINF22B1
"Christi Himmelfahrt
erstellt am 29.10.18 11:49, zuletzt geändert am 25.11.24 15:51",2025-05-29 08:00:00,2025-05-29 18:00:00,Do,29.05.25,Christi Himmelfahrt,,,,,,,,2025-05-29,TINF22B1
"Pfingstmontag
erstellt am 05.02.18 11:24, zuletzt geändert am 25.11.24 15:51",2025-06-09 08:00:00,2025-06-09 18:00:00,Mo,09.06.25,Pfingstmontag,,,,,,,,2025-06-09,TINF22B1
"Fronleichnam
erstellt am 29.10.18 11:49, zuletzt geändert am 25.11.24 15:52",2025-06-19 08:00:00,2025-06-19 18:00:00,Do,19.06.25,Fronleichnam,,,,,,,,2025-06-19,TINF22B1
"Akademische Abschlussfeier, Informatik ????? Uhr,  Stadthalle oder Konzerthaus, Großer Saa
erstellt am 17.11.23 14:40, zuletzt geändert am 18.11.24 14:36",2025-11-14 15:00:00,2025-11-14 22:00:00,Fr,14.11.25,"Akademische Abschlussfeier, Informatik ????? Uhr,  Stadthalle oder Konzerthaus, Großer Saa",,,,,,,,2025-11-14,TINF22B1
"Sonstiger Termin


Titel:


Akademische Abschlussfeier, Informatik ????? Uhr,  Stadthalle oder Konzerthaus, Großer Saa




Planungsnotiz:






Änderungen erlauben:


Planer*innen Technik/Studiengangsleitung Informatik




reserviert von:


Freudenmann, Johannes




Ressourcen:


TINF22B3,TINF22B4,TINF22B5,TINF22B1,TINF22B2,TINF22B6




Personen:


Röthig, Jürgen,Schätzle, Roland,Braun, Heinrich,Budurushi, Jurlind,Lausen, Ralph,Ritterbusch, Sebastian,Freudenmann, Johannes,Eisenbiegler, Jörn,Vollmer, Jürgen,Li, Nuo,Strand, Marcus


Röthig, Jürgen
Schätzle, Roland
Braun, Heinrich
Budurushi, Jurlind
Lausen, Ralph
Ritterbusch, Sebastian
Freudenmann, Johannes
Eisenbiegler, Jörn
Vollmer, Jürgen
Li, Nuo
Strand, Marcus
TINF22B3
TINF22B4
TINF22B5
TINF22B1
TINF22B2
TINF22B6
 
 
15:00 -22:00
Akademische Abschlussfeier, Informatik ????? Uhr,  Stadthalle oder Konzerthaus, Großer Saa
erstellt am 17.11.23 14:40, zuletzt geändert am 18.11.24 14:36",2025-11-15 15:00:00,2025-11-15 22:00:00,Sa,15.11.25,Sonstiger Termin,,,,,,,,2025-11-15,TINF22B1
"Nachklausur Programmieren  (90 min)
erstellt am 10.12.24 14:14, zuletzt geändert am 10.12.24 14:38",2025-01-30 13:00:00,2025-01-30 14:30:00,Do,30.01.25,Nachklausur Programmieren  (90 min),,,,,,,,2025-01-30,TINF23B1
"STUV-ADA 1 (freiwilliger Zusatz)
erstellt am 04.12.24 18:58, zuletzt geändert am 04.12.24 19:06",2025-02-25 17:00:00,2025-02-25 19:30:00,Di,25.02.25,STUV-ADA 1 (freiwilliger Zusatz),,,,,,,,2025-02-25,TINF23B1
