M_nr,Kurs,Geschlecht,Vegetarier,Obst,Salat,Nachschlag,Mensa_Wahrscheinlichkeit
10784,KA-TINF24B5,m,True,0.14392251577899304,0.8560774842210069,0.25,0.77
10785,KA-TINF24B5,w,False,0.38000821386747785,0.6199917861325223,0.31,0.8
10786,KA-TINF24B6,w,False,0.5496660289095294,0.45033397109047063,0.07,0.77
10787,KA-TINF24B6,m,False,0.2897243470044916,0.7102756529955083,0.12,0.82
10788,KA-TINF24B6,w,False,0.8270592809304985,0.17294071906950145,0.3,0.75
10789,KA-TINF24B6,m,False,0.8829288778193555,0.11707112218064455,0.41,0.72
10790,KA-TINF24B6,m,False,0.37935923112260017,0.6206407688773997,0.29,0.82
10791,KA-TINF24B6,m,False,0.8319098470195546,0.16809015298044538,0.43,0.89
10792,KA-TINF24B6,m,False,0.8588841033070944,0.14111589669290556,0.28,0.88
10793,KA-TINF24B6,w,False,0.2627011019424728,0.7372988980575274,0.3,0.75
10794,KA-TINF24B6,m,False,0.27112666906118804,0.728873330938812,0.32,0.88
10795,KA-TINF24B6,m,False,0.5426178357425203,0.4573821642574797,0.24,0.61
10796,KA-TINF24B6,m,True,0.8793331530407118,0.12066684695928818,0.36,0.85
10797,KA-TINF24B6,w,False,0.49962422037118526,0.5003757796288146,0.16,0.67
10798,KA-TINF24B6,w,False,0.766917157761239,0.233082842238761,0.2,0.65
10799,KA-TINF24B6,w,False,0.005338702588856483,0.9946612974111436,0.17,0.72
10800,KA-TINF24B6,m,False,0.28840786226548154,0.7115921377345185,0.33,0.91
10801,KA-TINF24B6,m,False,0.4409921435394111,0.559007856460589,0.33,0.85
10802,KA-TINF24B6,m,False,0.3568534815547121,0.6431465184452879,0.14,0.96
10803,KA-TINF24B6,m,False,0.29363407872264896,0.706365921277351,0.18,0.84
10804,KA-TINF24B6,w,False,0.2926521447390949,0.7073478552609052,0.05,0.67
10805,KA-TINF24B6,m,True,0.26339605254876364,0.7366039474512364,0.5,0.89
10806,KA-TINF24B6,w,False,0.2678437502355803,0.7321562497644197,0.19,0.75
10807,KA-TINF24B6,w,False,0.9729145398267953,0.027085460173204724,0.33,0.71
10808,KA-TINF24B6,m,False,0.2398299909953151,0.7601700090046848,0.15,0.75
10809,KA-TINF24B6,w,True,0.8415780059440431,0.15842199405595697,0.11,0.75
10810,KA-TINF24B6,m,False,0.768640204029803,0.23135979597019693,0.18,0.91
10811,KA-TINF24B6,w,False,0.6514586692131762,0.3485413307868237,0.03,0.74
10812,KA-TINF24B6,m,True,0.44853126207359684,0.5514687379264032,0.28,0.93
10813,KA-TINF25B1,m,False,0.6442330226601806,0.3557669773398193,0.32,0.78
10814,KA-TINF25B1,m,True,0.7359316539442585,0.2640683460557414,0.16,0.71
10815,KA-TINF25B1,w,True,0.8494628129063264,0.15053718709367364,0.1,0.93
10816,KA-TINF25B1,m,False,0.8917047927426793,0.10829520725732075,0.3,0.8
10817,KA-TINF25B1,w,True,0.016890963976419045,0.9831090360235808,0.0,0.61
10818,KA-TINF25B1,w,False,0.5687835258382393,0.43121647416176073,0.28,0.73
10819,KA-TINF25B1,w,False,0.9461443899049259,0.05385561009507419,0.33,0.64
10820,KA-TINF25B1,w,False,0.6346404649615112,0.3653595350384888,0.15,0.7
10821,KA-TINF25B1,m,False,0.45475182019720967,0.5452481798027904,0.15,0.75
10822,KA-TINF25B1,w,True,0.0007248456761138809,0.9992751543238861,0.2,0.67
10823,KA-TINF25B1,w,False,0.13129185710971433,0.8687081428902856,0.12,0.81
10824,KA-TINF25B1,w,True,0.4123150162408031,0.5876849837591969,0.37,0.6
10825,KA-TINF25B1,w,False,0.25276031927789394,0.747239680722106,0.16,0.83
10826,KA-TINF25B1,m,False,0.031327625275108954,0.9686723747248911,0.28,0.91
10827,KA-TINF25B1,m,True,0.2710879891524562,0.7289120108475438,0.36,0.8
10828,KA-TINF25B1,w,True,0.2763978015453763,0.7236021984546236,0.14,0.8
10829,KA-TINF25B1,w,False,0.77196637135786,0.2280336286421399,0.05,0.96
10830,KA-TINF25B1,w,False,0.020801076958383756,0.9791989230416162,0.22,0.93
10831,KA-TINF25B1,m,False,0.9026476526347256,0.09735234736527452,0.19,0.92
10832,KA-TINF25B1,w,False,0.4677085548929752,0.5322914451070248,0.19,0.67
10833,KA-TINF25B1,w,True,0.26040710866301164,0.7395928913369882,0.22,0.87
10834,KA-TINF25B1,w,False,0.7512685261122304,0.24873147388776964,0.18,0.72
10835,KA-TINF25B1,m,False,0.3479812407649763,0.6520187592350237,0.3,0.69
10836,KA-TINF25B1,w,False,0.3772041886591856,0.6227958113408143,0.22,0.78
10837,KA-TINF25B1,w,True,0.9188927541768118,0.08110724582318812,0.07,0.92
10838,KA-TINF25B1,m,False,0.10820467209363976,0.8917953279063602,0.23,0.77
10839,KA-TINF25B1,m,True,0.6156928609946808,0.3843071390053193,0.39,0.77
10840,KA-TINF25B2,m,False,0.6054430789369527,0.39455692106304735,0.39,0.88
10841,KA-TINF25B2,m,True,0.42125369658572365,0.5787463034142765,0.18,0.64
10842,KA-TINF25B2,w,False,0.08886572115409913,0.9111342788459009,0.1,0.67
10843,KA-TINF25B2,m,False,0.7926717551470593,0.20732824485294066,0.14,0.82
10844,KA-TINF25B2,w,False,0.5575124836205027,0.4424875163794974,0.31,0.76
10845,KA-TINF25B2,m,False,0.7915577868465093,0.2084422131534907,0.28,0.81
10846,KA-TINF25B2,m,False,0.6033600485674764,0.39663995143252373,0.28,0.89
10847,KA-TINF25B2,m,False,0.9699969121504715,0.030003087849528577,0.37,0.86
10848,KA-TINF25B2,m,False,0.48559794416933766,0.5144020558306622,0.4,0.75
10849,KA-TINF25B2,m,False,0.6766541395284466,0.3233458604715534,0.09,0.62
10850,KA-TINF25B2,w,True,0.5322740545219904,0.4677259454780095,0.24,0.56
10851,KA-TINF25B2,m,False,0.9774269624959827,0.02257303750401729,0.31,0.77
10852,KA-TINF25B2,m,True,0.22847652448748026,0.7715234755125197,0.26,0.72
10853,KA-TINF25B2,m,False,0.35691969537756335,0.6430803046224366,0.28,0.73
10854,KA-TINF25B2,m,False,0.5240178474608707,0.4759821525391295,0.43,0.78
10855,KA-TINF25B2,w,False,0.804706120505687,0.19529387949431307,0.05,0.84
10856,KA-TINF25B2,m,False,0.2028216358082226,0.7971783641917775,0.29,0.93
10857,KA-TINF25B2,m,True,0.21432012607844858,0.7856798739215514,0.19,0.72
10858,KA-TINF25B2,m,False,0.15688147212032252,0.8431185278796776,0.31,0.66
10859,KA-TINF25B2,w,False,0.9946849116836225,0.005315088316377419,0.11,0.96
10860,KA-TINF25B2,m,False,0.6462773299269751,0.3537226700730248,0.33,0.79
10861,KA-TINF25B2,w,False,0.5959658416030975,0.40403415839690254,0.08,0.81
10862,KA-TINF25B3,w,False,0.19947221232803797,0.800527787671962,0.09,0.89
10863,KA-TINF25B3,w,True,0.21299003096210192,0.7870099690378981,0.01,0.86
10864,KA-TINF25B3,w,False,0.5670176147163337,0.4329823852836662,0.26,0.68
10865,KA-TINF25B3,w,False,0.9982763341317427,0.0017236658682573279,0.23,0.78
10866,KA-TINF25B3,m,False,0.4280628170035543,0.5719371829964457,0.28,0.82
10867,KA-TINF25B3,m,True,0.013933591801646408,0.9860664081983537,0.3,0.82
10868,KA-TINF25B3,m,True,0.48775440244580337,0.5122455975541966,0.38,0.78
10869,KA-TINF25B3,w,False,0.1866175701813454,0.8133824298186546,0.13,0.8
10870,KA-TINF25B3,w,False,0.7710990742022692,0.2289009257977308,0.31,0.63
10871,KA-TINF25B3,m,False,0.7555277560366688,0.2444722439633312,0.27,0.83
10872,KA-TINF25B3,w,False,0.2601612078167456,0.7398387921832542,0.11,0.89
10873,KA-TINF25B3,w,False,0.23017166176456907,0.7698283382354308,0.08,0.7
10874,KA-TINF25B3,m,True,0.7274759507877808,0.2725240492122192,0.24,0.87
10875,KA-TINF25B3,m,False,0.17336804522111338,0.8266319547788866,0.46,0.76
10876,KA-TINF25B3,m,False,0.7968211261492495,0.20317887385075065,0.31,0.95
10877,KA-TINF25B3,w,False,0.31953324794864274,0.6804667520513572,0.29,0.73
10878,KA-TINF25B3,w,False,0.5268922983001304,0.4731077016998695,0.05,0.72
10879,KA-TINF25B3,w,False,0.7276175101643714,0.27238248983562874,0.04,0.75
10880,KA-TINF25B3,w,True,0.6426264354034451,0.3573735645965549,0.0,1.0
10881,KA-TINF25B3,m,True,0.6246157208413117,0.3753842791586883,0.11,0.83
10882,KA-TINF25B3,m,True,0.1793028615774851,0.8206971384225148,0.38,0.95
10883,KA-TINF25B3,m,True,0.8942757650565071,0.1057242349434929,0.47,0.88
10884,KA-TINF25B3,w,False,0.7454167592938283,0.25458324070617167,0.1,0.69
10885,KA-TINF25B3,m,False,0.4696181129956981,0.5303818870043018,0.36,0.72
10886,KA-TINF25B3,w,False,0.5111642736866792,0.48883572631332073,0.08,0.6
10887,KA-TINF25B4,w,False,0.9681028806476318,0.03189711935236818,0.18,0.77
10888,KA-TINF25B4,m,False,0.16233894229202742,0.8376610577079727,0.33,0.65
10889,KA-TINF25B4,m,True,0.4389053691419867,0.5610946308580135,0.39,0.96
10890,KA-TINF25B4,m,False,0.13694225603122867,0.8630577439687712,0.26,0.76
10891,KA-TINF25B4,w,False,0.395004322870077,0.604995677129923,0.02,0.66
10892,KA-TINF25B4,w,False,0.08187224654418189,0.918127753455818,0.0,0.71
10893,KA-TINF25B4,w,False,0.585851833107909,0.4141481668920911,0.27,0.81
10894,KA-TINF25B4,m,False,0.6287035800143445,0.3712964199856555,0.22,0.84
10895,KA-TINF25B4,m,False,0.31900786716894797,0.6809921328310521,0.51,0.79
10896,KA-TINF25B4,m,True,0.7593199702696094,0.24068002973039074,0.46,0.98
10897,KA-TINF25B4,w,False,0.3286225102258153,0.6713774897741848,0.18,0.64
10898,KA-TINF25B4,m,False,0.1926241691655859,0.807375830834414,0.46,0.84
10899,KA-TINF25B4,m,False,0.4768618627933756,0.5231381372066244,0.4,0.71
10900,KA-TINF25B4,m,False,0.9141563179340959,0.08584368206590397,0.41,0.82
10901,KA-TINF25B4,w,False,0.8097994397973206,0.19020056020267934,0.24,0.71
10902,KA-TINF25B4,m,True,0.6161717100707306,0.3838282899292695,0.35,0.96
10903,KA-TINF25B4,w,False,0.05961707151544709,0.9403829284845528,0.28,0.78
10904,KA-TINF25B4,w,False,0.45210008144645486,0.5478999185535453,0.18,0.67
10905,KA-TINF25B4,w,False,0.19708708874873257,0.8029129112512674,0.07,0.75
10906,KA-TINF25B4,m,True,0.1926791684525081,0.8073208315474919,0.22,0.76
10907,KA-TINF25B4,m,False,0.2929748925826517,0.7070251074173483,0.33,0.69
10908,KA-TINF25B4,m,False,0.9282591989837148,0.07174080101628516,0.25,0.92
10909,KA-TINF25B4,w,False,0.5983422931158945,0.4016577068841054,0.26,0.78
10910,KA-TINF25B4,w,False,0.12808203817448474,0.8719179618255152,0.26,0.74
10911,KA-TINF25B5,m,False,0.3139827701702507,0.6860172298297492,0.24,0.75
10912,KA-TINF25B5,w,False,0.19891440661578055,0.8010855933842195,0.14,0.77
10913,KA-TINF25B5,m,False,0.42094603385419394,0.5790539661458062,0.37,0.68
10914,KA-TINF25B5,m,False,0.970125139798117,0.029874860201882982,0.19,0.76
10915,KA-TINF25B5,m,False,0.7545066004990604,0.24549339950093962,0.18,0.87
10916,KA-TINF25B5,w,False,0.38648688461082525,0.6135131153891747,0.36,0.79
10917,KA-TINF25B5,w,False,0.031886761899219254,0.9681132381007806,0.15,0.68
10918,KA-TINF25B5,m,False,0.7441317715155649,0.25586822848443513,0.27,0.89
10919,KA-TINF25B5,m,False,0.5726179431147201,0.42738205688527986,0.32,0.88
10920,KA-TINF25B5,m,False,0.710552592706011,0.28944740729398893,0.16,0.74
10921,KA-TINF25B5,m,False,0.6624297214304469,0.33757027856955313,0.44,0.93
10922,KA-TINF25B5,w,False,0.3717900766928171,0.6282099233071828,0.12,0.6
10923,KA-TINF25B5,w,False,0.4230075253922697,0.5769924746077304,0.26,0.65
10924,KA-TINF25B5,w,False,0.5511322463179757,0.44886775368202425,0.0,0.63
10925,KA-TINF25B5,w,False,0.8391575505551967,0.16084244944480333,0.14,0.87
10926,KA-TINF25B5,m,False,0.483755979619995,0.5162440203800049,0.31,0.92
10927,KA-TINF25B5,m,False,0.9708791189462596,0.029120881053740357,0.35,0.89
10928,KA-TINF25B5,m,False,0.0626686504418549,0.9373313495581451,0.18,0.74
10929,KA-TINF25B5,w,True,0.4014322783577437,0.5985677216422562,0.2,0.58
10930,KA-TINF25B5,m,False,0.9675062321681046,0.03249376783189544,0.46,0.78
10931,KA-TINF25B5,m,False,0.6984272501503701,0.30157274984963,0.37,0.88
10932,KA-TINF25B6,w,False,0.20726898575681896,0.792731014243181,0.23,0.81
10933,KA-TINF25B6,w,False,0.4229575020373723,0.5770424979626276,0.24,0.68
10934,KA-TINF25B6,m,False,0.48354925158006984,0.5164507484199301,0.23,0.9
10935,KA-TINF25B6,m,False,0.10524213545115708,0.8947578645488429,0.38,0.75
10936,KA-TINF25B6,m,False,0.9268309034961005,0.07316909650389938,0.27,1.0
10937,KA-TINF25B6,w,True,0.044600864548814956,0.955399135451185,0.07,0.85
10938,KA-TINF25B6,m,False,0.5861798632953897,0.41382013670461015,0.31,0.83
10939,KA-TINF25B6,w,False,0.3813257372221648,0.6186742627778352,0.0,0.71
10940,KA-TINF25B6,w,True,0.3533429935529679,0.646657006447032,0.12,0.75
10941,KA-TINF25B6,m,False,0.8233109650524537,0.17668903494754623,0.24,0.94
10942,KA-TINF25B6,m,True,0.37012581420067114,0.629874185799329,0.12,0.72
10943,KA-TINF25B6,w,False,0.9001470267881694,0.09985297321183051,0.17,0.8
10944,KA-TINF25B6,m,False,0.15895955937631664,0.8410404406236833,0.16,0.87
10945,KA-TINF25B6,m,False,0.443824331856952,0.5561756681430479,0.27,0.72
10946,KA-TINF25B6,m,False,0.291774627841584,0.7082253721584161,0.24,0.86
10947,KA-TINF25B6,m,True,0.5354398643021967,0.4645601356978032,0.17,0.89
10948,KA-TINF25B6,m,False,0.9942288309523041,0.005771169047695983,0.26,0.9
10949,KA-TINF25B6,w,False,0.6671895508375353,0.33281044916246477,0.1,0.88
10950,KA-TINF25B6,w,True,0.8710974291291032,0.128902570870897,0.23,0.69
10951,KA-TINF25B6,m,False,0.9008507361084523,0.09914926389154763,0.37,0.77
10952,KA-TINF25B6,m,False,0.3957916287055354,0.6042083712944646,0.36,0.67
10953,KA-TINF25B6,w,False,0.703853357083996,0.29614664291600407,0.06,0.69
10954,KA-TINF25B6,m,False,0.3749197313342074,0.6250802686657927,0.05,0.88
10955,KA-TINF25B6,m,True,0.661090821130829,0.33890917886917094,0.33,0.81
10956,KA-TINF25B6,m,False,0.2386844042467117,0.7613155957532883,0.22,0.81
10957,KA-TINF25B6,m,False,0.158313125079611,0.8416868749203891,0.34,0.75
10958,KA-TINF25B6,m,False,0.77392669501095,0.22607330498904998,0.31,0.84
10959,KA-TMB22KE1,m,False,0.6608916418504248,0.33910835814957524,0.19,0.85
10960,KA-TMB22KE1,w,False,0.933281704511821,0.06671829548817895,0.16,0.8
10961,KA-TMB22KE1,m,False,0.029114208261443748,0.9708857917385563,0.19,0.95
10962,KA-TMB22KE1,w,False,0.1203530145163348,0.8796469854836653,0.0,0.59
10963,KA-TMB22KE1,w,False,0.6765673688133627,0.32343263118663723,0.0,0.58
10964,KA-TMB22KE1,w,False,0.6476715257693628,0.35232847423063707,0.29,0.79
10965,KA-TMB22KE1,m,False,0.49434661323457213,0.505653386765428,0.35,0.65
10966,KA-TMB22KE1,w,False,0.34334849751935725,0.6566515024806427,0.27,0.82
10967,KA-TMB22KE1,m,True,0.1687547087347919,0.831245291265208,0.11,0.71
10968,KA-TMB22KE1,m,True,0.22751922773784078,0.7724807722621592,0.48,0.89
10969,KA-TMB22KE1,w,True,0.029811149241006373,0.9701888507589936,0.16,0.78
10970,KA-TMB22KE1,w,True,0.9011589385727458,0.0988410614272544,0.14,0.74
10971,KA-TMB22KE1,m,True,0.6679242351077835,0.33207576489221646,0.25,0.63
10972,KA-TMB22KE1,w,False,0.35734807424955783,0.6426519257504422,0.23,0.7
10973,KA-TMB22KE1,w,False,0.248058694270392,0.751941305729608,0.07,0.91
10974,KA-TMB22KE1,m,False,0.377140823887578,0.6228591761124219,0.37,0.77
10975,KA-TMB22KE1,w,False,0.7732518783274219,0.22674812167257793,0.24,0.92
10976,KA-TMB22KE1,m,False,0.1088369365927611,0.8911630634072389,0.31,1.0
10977,KA-TMB22KE1,m,False,0.457554801986804,0.5424451980131959,0.22,0.82
10978,KA-TMB22KE1,w,False,0.41261869677261676,0.5873813032273832,0.04,0.76
10979,KA-TMB22KE1,w,True,0.9499834007441837,0.0500165992558163,0.1,0.68
10980,KA-TMB22KE1,m,False,0.8175777649784477,0.18242223502155233,0.41,0.92
10981,KA-TMB22KE1,m,True,0.5513266001943501,0.4486733998056499,0.15,0.68
10982,KA-TMB22KE1,w,False,0.6692104319701695,0.33078956802983045,0.02,0.65
10983,KA-TMB22KE1,w,True,0.7851189129870714,0.21488108701292863,0.17,0.79
10984,KA-TMB22KE2,w,False,0.8836976706661619,0.11630232933383812,0.16,0.63
10985,KA-TMB22KE2,w,False,0.5235368045327352,0.47646319546726473,0.0,0.63
10986,KA-TMB22KE2,m,False,0.7730631624781836,0.22693683752181643,0.33,0.92
10987,KA-TMB22KE2,w,False,0.3812211393405424,0.6187788606594576,0.14,0.7
10988,KA-TMB22KE2,w,False,0.44041113015712224,0.5595888698428778,0.32,0.8
10989,KA-TMB22KE2,m,False,0.7292562503078839,0.27074374969211606,0.24,0.81
10990,KA-TMB22KE2,m,False,0.6118228026278035,0.3881771973721964,0.4,0.88
10991,KA-TMB22KE2,m,False,0.44532320537577774,0.5546767946242223,0.24,0.9
10992,KA-TMB22KE2,w,False,0.7387265651265063,0.2612734348734939,0.28,0.9
10993,KA-TMB22KE2,w,False,0.19014582781455988,0.8098541721854401,0.21,0.78
10994,KA-TMB22KE2,m,False,0.458654148429217,0.541345851570783,0.41,0.8
10995,KA-TMB22KE2,w,True,0.2126235306591614,0.7873764693408386,0.03,0.8
10996,KA-TMB22KE2,w,False,0.40584688167326904,0.594153118326731,0.03,0.85
10997,KA-TMB22KE2,m,False,0.7082929038661911,0.2917070961338089,0.27,0.9
10998,KA-TMB22KE2,w,False,0.33765595534741377,0.6623440446525862,0.32,0.84
10999,KA-TMB22KE2,w,False,0.351262547712274,0.6487374522877261,0.12,0.69
11000,KA-TMB22KE2,w,False,0.3413955881382494,0.6586044118617507,0.09,0.84
11001,KA-TMB22KE2,w,True,0.5800103152133549,0.41998968478664517,0.03,0.85
11002,KA-TMB22KE2,m,False,0.07696461455554154,0.9230353854444584,0.37,0.73
11003,KA-TMB22KE2,w,False,0.2086524237611708,0.7913475762388291,0.15,0.78
11004,KA-TMB22KE2,w,False,0.8397945754410729,0.16020542455892706,0.15,0.76
11005,KA-TMB22PT,m,False,0.8781275104096132,0.12187248959038673,0.39,0.85
11006,KA-TMB22PT,w,False,0.25260049380074484,0.747399506199255,0.15,0.81
11007,KA-TMB22PT,m,False,0.31403323078396883,0.6859667692160313,0.1,0.9
11008,KA-TMB22PT,m,False,0.9931280363051531,0.006871963694846953,0.2,0.79
11009,KA-TMB22PT,m,False,0.8087355737566512,0.19126442624334883,0.48,0.75
11010,KA-TMB22PT,m,False,0.49564562015797986,0.5043543798420201,0.29,0.8
11011,KA-TMB22PT,w,False,0.2233412160911502,0.7766587839088497,0.22,0.8
11012,KA-TMB22PT,m,True,0.08477433781708191,0.9152256621829181,0.3,0.96
11013,KA-TMB22PT,w,False,0.2209957622282856,0.7790042377717143,0.01,0.56
11014,KA-TMB22PT,m,False,0.3866294597629501,0.61337054023705,0.25,0.94
11015,KA-TMB22PT,m,False,0.592543098412609,0.40745690158739106,0.47,0.92
11016,KA-TMB22PT,w,False,0.42981346073268806,0.5701865392673119,0.16,0.79
11017,KA-TMB22PT,m,True,0.922792585382129,0.07720741461787088,0.32,1.0
11018,KA-TMB22PT,m,True,0.21621118326684274,0.7837888167331573,0.22,0.85
11019,KA-TMB22PT,m,False,0.8793827192767406,0.12061728072325936,0.29,0.87
11020,KA-TMB22PT,m,False,0.13357060444511587,0.866429395554884,0.29,0.65
11021,KA-TMB22PT,w,False,0.12723180811493653,0.8727681918850635,0.05,0.87
11022,KA-TMB22PT,m,False,0.31418604055488564,0.6858139594451145,0.32,0.76
11023,KA-TMB22PT,m,False,0.7426532826185803,0.25734671738141957,0.16,0.9
11024,KA-TMB22PT,m,True,0.06752229644748418,0.9324777035525157,0.26,0.94
11025,KA-TMB22PT,w,True,0.2662715283262357,0.7337284716737643,0.18,0.85
11026,KA-TMB22PT,m,True,0.6048009957667254,0.39519900423327464,0.14,0.72
11027,KA-TMB22PT,w,True,0.10677907306597585,0.8932209269340241,0.18,0.79
11028,KA-TMB22PT,m,False,0.10609621729679908,0.8939037827032008,0.2,0.84
11029,KA-TMB22PT,m,False,0.17509886288393856,0.8249011371160614,0.32,1.0
11030,KA-TMB22PT,w,False,0.21408910948287777,0.7859108905171222,0.2,0.76
11031,KA-TMB22PT,w,False,0.4228683407716135,0.5771316592283864,0.0,0.71
11032,KA-TMB22PT,m,False,0.39454259653096224,0.6054574034690378,0.25,0.84
11033,KA-TMB22PT,m,True,0.4586009315366521,0.5413990684633477,0.27,0.99
11034,KA-TMB22PT,m,False,0.7583652782155644,0.24163472178443549,0.32,0.88
11035,KA-TMB22PT,m,False,0.20466459023885622,0.7953354097611438,0.3,0.91
11036,KA-TMB23KE1,m,False,0.947949710937881,0.05205028906211896,0.25,0.76
11037,KA-TMB23KE1,w,False,0.4648874845963844,0.5351125154036157,0.18,0.74
11038,KA-TMB23KE1,w,False,0.6969259309735241,0.30307406902647605,0.22,0.82
11039,KA-TMB23KE1,w,False,0.2631844030104038,0.7368155969895961,0.35,0.79
11040,KA-TMB23KE1,w,False,0.7706066913169275,0.22939330868307262,0.07,0.84
11041,KA-TMB23KE1,w,False,0.1105465353688327,0.8894534646311673,0.19,0.7
11042,KA-TMB23KE1,w,False,0.5198015274650578,0.48019847253494213,0.0,0.86
11043,KA-TMB23KE1,w,False,0.4652529242091381,0.534747075790862,0.01,0.69
11044,KA-TMB23KE1,m,False,0.1700996361909481,0.8299003638090521,0.29,0.69
11045,KA-TMB23KE1,w,False,0.6867772378257689,0.313222762174231,0.2,0.77
11046,KA-TMB23KE1,m,False,0.9269109736778105,0.07308902632218958,0.39,0.92
11047,KA-TMB23KE1,m,False,0.4953358343781164,0.5046641656218835,0.32,0.88
11048,KA-TMB23KE1,w,False,0.28192639573280276,0.7180736042671972,0.08,0.69
11049,KA-TMB23KE1,w,False,0.656270366876729,0.343729633123271,0.04,0.74
11050,KA-TMB23KE1,m,True,0.5876686672099262,0.412331332790074,0.25,0.86
11051,KA-TMB23KE1,w,False,0.9948833863931963,0.005116613606803738,0.12,0.95
11052,KA-TMB23KE1,m,False,0.0009423948636223722,0.9990576051363776,0.15,0.72
11053,KA-TMB23KE1,m,True,0.407082096881449,0.5929179031185511,0.34,0.81
11054,KA-TMB23KE1,w,True,0.9772147988576153,0.022785201142384724,0.07,0.8
11055,KA-TMB23KE1,w,True,0.9023601243869562,0.09763987561304367,0.2,0.77
11056,KA-TMB23KE1,m,True,0.623440383909604,0.3765596160903959,0.38,0.79
11057,KA-TMB23KE1,m,False,0.49524477912213727,0.5047552208778628,0.31,0.8
11058,KA-TMB23KE1,w,True,0.38579002717360567,0.6142099728263944,0.15,0.89
11059,KA-TMB23KE1,m,False,0.15634570337132034,0.8436542966286797,0.33,0.87
11060,KA-TMB23KE2,m,False,0.1911054296261618,0.8088945703738382,0.35,0.92
11061,KA-TMB23KE2,m,False,0.3841111563175103,0.6158888436824896,0.35,0.88
11062,KA-TMB23KE2,m,False,0.4409903924398603,0.5590096075601396,0.28,0.87
11063,KA-TMB23KE2,w,True,0.4851669928092001,0.5148330071907999,0.03,0.49
11064,KA-TMB23KE2,w,True,0.7017896916053851,0.29821030839461493,0.22,0.73
11065,KA-TMB23KE2,w,True,0.8057695266593419,0.1942304733406582,0.03,0.7
11066,KA-TMB23KE2,w,False,0.867057027019271,0.13294297298072896,0.22,0.66
11067,KA-TMB23KE2,w,False,0.7388150244188282,0.26118497558117193,0.12,0.6
11068,KA-TMB23KE2,w,False,0.386417327681423,0.613582672318577,0.15,0.73
11069,KA-TMB23KE2,w,False,0.6054947815884224,0.3945052184115775,0.21,0.82
11070,KA-TMB23KE2,m,False,0.11966504586931076,0.8803349541306892,0.36,0.86
11071,KA-TMB23KE2,m,False,0.9768451771861903,0.02315482281380973,0.36,0.83
11072,KA-TMB23KE2,m,True,0.8682586524978598,0.13174134750214017,0.3,0.77
11073,KA-TMB23KE2,w,False,0.3258103345965405,0.6741896654034595,0.15,0.74
11074,KA-TMB23KE2,m,False,0.10985138867175745,0.8901486113282425,0.22,0.85
11075,KA-TMB23KE2,m,False,0.8552535854967959,0.1447464145032042,0.34,0.92
11076,KA-TMB23KE2,m,False,0.22953635702457018,0.7704636429754299,0.31,0.84
11077,KA-TMB23KE2,m,False,0.5409981451008012,0.45900185489919865,0.31,0.76
11078,KA-TMB23KE2,m,False,0.2342335295827473,0.7657664704172528,0.42,0.73
11079,KA-TMB23KE2,m,False,0.8581477291658101,0.14185227083419008,0.19,0.75
11080,KA-TMB23PT,m,False,0.4745660228852161,0.5254339771147838,0.24,0.74
11081,KA-TMB23PT,w,False,0.04953010687879443,0.9504698931212056,0.09,0.83
11082,KA-TMB23PT,m,False,0.18136833959582557,0.8186316604041743,0.27,1.0
11083,KA-TMB23PT,w,False,0.326758460034818,0.6732415399651819,0.0,0.76
11084,KA-TMB23PT,w,True,0.6139271111289292,0.3860728888710709,0.11,0.87
11085,KA-TMB23PT,w,False,0.12321786899222638,0.8767821310077736,0.23,0.7
11086,KA-TMB23PT,m,False,0.9800712664826424,0.019928733517357557,0.47,0.76
11087,KA-TMB23PT,w,True,0.8865911463856273,0.11340885361437272,0.31,0.56
11088,KA-TMB23PT,m,True,0.36018026611687615,0.6398197338831237,0.43,0.85
11089,KA-TMB23PT,w,False,0.41913541347661504,0.580864586523385,0.07,0.59
11090,KA-TMB23PT,m,False,0.40082651380284645,0.5991734861971536,0.33,0.84
11091,KA-TMB23PT,w,False,0.16238038596978646,0.8376196140302136,0.15,0.7
11092,KA-TMB23PT,w,True,0.3102363645564096,0.6897636354435904,0.3,0.66
11093,KA-TMB23PT,w,False,0.6688393914516514,0.3311606085483488,0.14,0.69
11094,KA-TMB23PT,w,True,0.9555970053718348,0.044402994628165215,0.21,0.86
11095,KA-TMB23PT,m,False,0.9096703802626888,0.09032961973731114,0.48,0.99
11096,KA-TMB23PT,w,False,0.400007623777942,0.599992376222058,0.09,0.6
11097,KA-TMB23PT,w,False,0.44611872376960476,0.5538812762303953,0.1,0.9
11098,KA-TMB23PT,w,False,0.2365760410412841,0.7634239589587158,0.14,0.67
11099,KA-TMB23PT,m,False,0.42630467607060474,0.5736953239293952,0.39,0.89
11100,KA-TMB23PT,w,True,0.4904570558654343,0.5095429441345657,0.4,0.63
11101,KA-TMB23PT,w,False,0.58405737251761,0.41594262748238997,0.08,0.74
11102,KA-TMB23PT,m,False,0.9979701107289368,0.00202988927106318,0.22,0.89
11103,KA-TMB23PT,w,False,0.9991714068096198,0.0008285931903800868,0.07,0.9
11104,KA-TMB23PT,w,False,0.3337126899711194,0.6662873100288806,0.04,0.68
11105,KA-TMB23PT,w,False,0.5865446160563503,0.41345538394364967,0.29,0.69
11106,KA-TMB23PT,m,False,0.40052968512699777,0.5994703148730022,0.42,0.87
